city,state,scheduled_flights,eligible_arrivals,delayed_arrivals,cancelled_flights,diverted_flights,airports,latitude,longitude,arrival_delay_rate,cancellation_rate,diversion_rate
"Montgomery, AL",AL,2113,2018,609,84,11,MGM,32.30055556,-86.39215885848084,0.30178394449950446,0.03975390440132513,0.005205868433506862
"Arcata/Eureka, CA",CA,1985,1957,439,19,9,ACV,40.97777778,-124.10833333,0.22432294328053143,0.009571788413098237,0.004534005037783375
"Lansing, MI",MI,1965,1912,445,50,3,LAN,42.77861111,-84.58611111,0.23274058577405857,0.02544529262086514,0.0015267175572519084
"Evansville, IN",IN,1934,1874,443,51,9,EVV,38.04037874719235,-87.52921722222854,0.23639274279615796,0.026370217166494313,0.004653567735263702
"Killeen, TX",TX,1811,1742,364,65,4,GRK,31.06722222,-97.82888889000002,0.208955223880597,0.03589177250138045,0.0022087244616234127
"Laredo, TX",TX,1776,1703,337,69,4,LRD,27.54416667,-99.46166667,0.1978860833822666,0.03885135135135135,0.0022522522522522522
"Roanoke, VA",VA,1772,1716,524,51,5,ROA,37.32572077985327,-79.97737302597066,0.30536130536130535,0.02878103837471783,0.0028216704288939053
"Abilene, TX",TX,1761,1718,312,41,2,ABI,32.40985330192504,-99.68222363965928,0.18160651920838183,0.02328222600795003,0.001135718341851221
"Flagstaff, AZ",AZ,1729,1696,342,30,3,FLG,35.14027778,-111.66916667,0.2016509433962264,0.01735106998264893,0.001735106998264893
"Bloomington/Normal, IL",IL,1722,1686,304,30,6,BMI,40.477557427224156,-88.91248128792682,0.18030842230130487,0.017421602787456445,0.003484320557491289
"Mobile, AL",AL,1711,1634,357,70,7,MOB,30.69138889,-88.24277778,0.21848225214198286,0.040911747516072475,0.004091174751607247
"Redding, CA",CA,1698,1674,335,21,3,RDD,40.509309971943466,-122.29417549893992,0.2001194743130227,0.012367491166077738,0.0017667844522968198
"Yuma, AZ",AZ,1683,1654,245,21,8,YUM,32.65666667,-114.60611111,0.14812575574365175,0.012477718360071301,0.004753416518122401
"Helena, MT",MT,1680,1651,311,16,13,HLN,46.606666669999996,-111.98333333,0.18837068443367655,0.009523809523809525,0.007738095238095238
"Champaign/Urbana, IL",IL,1654,1608,341,42,4,CMI,40.03846130361548,-88.27666667,0.21206467661691542,0.02539298669891173,0.0024183796856106408
"Kalamazoo, MI",MI,1602,1561,304,41,0,AZO,42.23532961895755,-85.55308295378276,0.19474695707879563,0.025593008739076155,0.0
"Nantucket, MA",MA,1582,1506,425,73,3,ACK,41.25333333,-70.06055556,0.2822045152722444,0.0461441213653603,0.0018963337547408343
"Brownsville, TX",TX,1567,1509,306,57,1,BRO,25.908341130931717,-97.4275540674984,0.20278330019880716,0.036375239310784936,0.0006381620931716656
"Manhattan/Ft. Riley, KS",KS,1563,1503,300,57,3,MHK,39.14171464959693,-96.67028470746641,0.1996007984031936,0.036468330134357005,0.0019193857965451055
"Scranton/Wilkes-Barre, PA",PA,1534,1492,291,38,4,AVP,41.33938160910691,-75.72243481121252,0.1950402144772118,0.024771838331160364,0.002607561929595828
"Charlottesville, VA",VA,1502,1442,397,51,9,CHO,38.13972222,-78.45222222,0.2753120665742025,0.03395472703062583,0.005992010652463382
"Christiansted, VI",VI,1374,1360,308,8,6,STX,17.701515649869,-64.80194444,0.22647058823529412,0.005822416302765648,0.004366812227074236
"Belleville, IL",IL,1360,1348,404,8,4,BLV,38.54527778,-89.83527778,0.2997032640949555,0.0058823529411764705,0.0029411764705882353
"Marquette, MI",MI,1353,1312,286,41,0,MQT,46.34916667,-87.39638889,0.21798780487804878,0.030303030303030304,0.0
"Sitka, AK",AK,1329,1295,235,20,14,SIT,57.04694444,-135.36111111,0.18146718146718147,0.015048908954100828,0.010534236267870579
"Bristol/Johnson City/Kingsport, TN",TN,1318,1299,321,16,3,TRI,36.47527778,-82.4075,0.2471131639722864,0.012139605462822459,0.002276176024279211
"Elmira/Corning, NY",NY,1250,1240,246,8,2,ELM,42.158722000064,-76.89409577996801,0.19838709677419356,0.0064,0.0016
"College Station/Bryan, TX",TX,1221,1177,238,44,0,CLL,30.58805556,-96.36157452722358,0.20220900594732372,0.036036036036036036,0.0
"Lake Charles, LA",LA,1186,1129,281,56,1,LCH,30.126111109999997,-93.22333333,0.24889282550930025,0.047217537942664416,0.0008431703204047217
"Fort Smith, AR",AR,1169,1119,199,47,3,FSM,35.335941928426,-94.36698080093242,0.1778373547810545,0.04020530367835757,0.0025662959794696323
"Gunnison, CO",CO,1138,1126,287,5,7,GUC,38.53611111,-106.92944444,0.25488454706927177,0.004393673110720563,0.006151142355008787
"Everett, WA",WA,1121,1103,187,11,7,PAE,47.90722222,-122.28222222,0.16953762466001812,0.009812667261373774,0.006244424620874219
"Alexandria, LA",LA,1106,1054,253,52,0,AEX,31.325446803661844,-92.5477898304792,0.24003795066413663,0.04701627486437613,0.0
"Trenton, NJ",NJ,1091,1060,228,26,5,TTN,40.27666667,-74.81333333,0.21509433962264152,0.02383134738771769,0.00458295142071494
"Waco, TX",TX,1090,1039,230,50,1,ACT,31.608179664174312,-97.22999898062385,0.22136669874879691,0.045871559633027525,0.0009174311926605505
"San Angelo, TX",TX,1089,1037,222,49,3,SJT,31.35777778,-100.49638889,0.21407907425265188,0.04499540863177227,0.0027548209366391185
"Tyler, TX",TX,1089,1044,254,44,1,TYR,32.35375038261708,-95.40291628738291,0.24329501915708812,0.04040404040404041,0.0009182736455463728
"Lawton/Fort Sill, OK",OK,1088,1030,268,57,1,LAW,34.56722120375919,-98.4165275246875,0.26019417475728157,0.05238970588235294,0.0009191176470588235
"Monroe, LA",LA,1087,1050,226,37,0,MLU,32.510972608316465,-92.03638914554737,0.21523809523809523,0.03403863845446182,0.0
"Martha's Vineyard, MA",MA,1070,1023,285,43,4,MVY,41.39311007560748,-70.61254932345794,0.2785923753665689,0.04018691588785047,0.003738317757009346
"Rochester, MN",MN,1053,1026,321,27,0,RST,43.90927192003799,-92.49812282555554,0.3128654970760234,0.02564102564102564,0.0
"Grand Island, NE",NE,989,963,203,24,2,GRI,40.97400797884732,-98.3122146365824,0.21079958463136034,0.024266936299292215,0.0020222446916076846
"Salina, KS",KS,969,946,226,16,7,SLN,38.79008514,-97.65347666204333,0.23890063424947147,0.016511867905056758,0.007223942208462332
"Worcester, MA",MA,962,934,242,22,6,ORH,42.267222219999994,-71.87555556,0.25910064239828695,0.02286902286902287,0.006237006237006237
"Roswell, NM",NM,948,912,195,34,2,ROW,33.3,-104.52944443999999,0.2138157894736842,0.035864978902953586,0.002109704641350211
"Rockford, IL",IL,935,932,258,3,0,RFD,42.19527778,-89.09722222,0.27682403433476394,0.0032085561497326204,0.0
"Cody, WY",WY,930,897,280,21,12,COD,44.52027778,-109.02388889,0.31215161649944256,0.02258064516129032,0.012903225806451613
"Pellston, MI",MI,925,885,193,36,4,PLN,45.57083332999999,-84.79666667,0.21807909604519773,0.03891891891891892,0.004324324324324324
"Rhinelander, WI",WI,925,902,146,22,1,RHI,45.63083333,-89.46666667,0.16186252771618626,0.023783783783783784,0.001081081081081081
"La Crosse, WI",WI,891,867,167,24,0,LSE,43.87900330667789,-91.25633994335578,0.19261822376009227,0.026936026936026935,0.0
"Albany, GA",GA,890,871,141,18,1,ABY,31.53555556,-84.19444444,0.1618828932261768,0.020224719101123594,0.0011235955056179776
"Kodiak, AK",AK,864,832,134,32,0,ADQ,57.74972222,-152.49388889,0.16105769230769232,0.037037037037037035,0.0
"Sault Ste. Marie, MI",MI,864,849,191,11,4,CIU,46.25303240583334,-84.47484567666667,0.2249705535924617,0.01273148148148148,0.004629629629629629
"Grand Forks, ND",ND,816,808,125,8,0,GFK,47.946723855980395,-97.17339052598038,0.1547029702970297,0.00980392156862745,0.0
"Hancock/Houghton, MI",MI,795,757,214,35,3,CMX,47.16807756735849,-88.48788784298114,0.28269484808454426,0.0440251572327044,0.0037735849056603774
"Prescott, AZ",AZ,794,785,181,7,2,PRC,34.65472222,-112.41916667000001,0.23057324840764332,0.008816120906801008,0.0025188916876574307
"Lewiston, ID",ID,761,757,64,2,2,LWS,46.37310483212878,-117.01125894191853,0.0845442536327609,0.002628120893561104,0.002628120893561104
"Aberdeen, SD",SD,754,748,78,6,0,ABR,45.44666667,-98.42278956907161,0.10427807486631016,0.007957559681697613,0.0
"Mosinee, WI",WI,749,731,180,18,0,CWA,44.7792523364486,-89.67270249476636,0.24623803009575923,0.02403204272363151,0.0
"Cheyenne, WY",WY,736,727,161,8,1,CYS,41.15612621160326,-104.81554876538044,0.22145804676753783,0.010869565217391304,0.001358695652173913
"Sheridan, WY",WY,735,716,165,11,8,SHR,44.770435377483,-106.98239228908842,0.23044692737430167,0.014965986394557823,0.010884353741496598
"Guam, TT",TT,732,726,47,5,1,GUM,13.48388889,144.79722222,0.06473829201101929,0.006830601092896175,0.001366120218579235
"Gillette, WY",WY,730,714,156,14,2,GCC,44.34804870567123,-105.5404246558904,0.2184873949579832,0.019178082191780823,0.0027397260273972603
"Hobbs, NM",NM,730,714,155,12,4,HOB,32.68764003156164,-103.2175022831233,0.21708683473389356,0.01643835616438356,0.005479452054794521
"Garden City, KS",KS,729,705,154,22,2,GCK,37.9249828532236,-100.72374523703705,0.21843971631205675,0.03017832647462277,0.0027434842249657062
"Riverton/Lander, WY",WY,729,718,121,5,6,RIW,43.064865877997256,-108.46014174781892,0.16852367688022285,0.006858710562414266,0.00823045267489712
"Rock Springs, WY",WY,729,721,137,4,4,RKS,41.59416667,-109.06527778,0.1900138696255201,0.0054869684499314125,0.0054869684499314125
"Sioux City, IA",IA,729,711,237,13,5,SUX,42.40138889,-96.38444444,0.3333333333333333,0.01783264746227709,0.006858710562414266
"Stillwater, OK",OK,729,700,138,27,2,SWO,36.15999047400548,-97.08625285781893,0.19714285714285715,0.037037037037037035,0.0027434842249657062
"Wichita Falls, TX",TX,729,700,148,29,0,SPS,33.98888889,-98.49194443999998,0.21142857142857144,0.039780521262002745,0.0
"Bemidji, MN",MN,728,723,95,5,0,BJI,47.51083333,-94.93472222,0.1313969571230982,0.006868131868131868,0.0
"Beaumont/Port Arthur, TX",TX,727,695,138,30,2,BPT,29.95208848818432,-94.02250687759285,0.1985611510791367,0.04126547455295736,0.002751031636863824
"Iron Mountain/Kingsfd, MI",MI,727,712,152,15,0,IMT,45.81833333,-88.11444444,0.21348314606741572,0.02063273727647868,0.0
"Johnstown, PA",PA,727,703,174,23,1,JST,40.31541609686383,-78.83444329874828,0.24751066856330015,0.03163686382393398,0.001375515818431912
"Longview, TX",TX,727,702,141,24,1,GGG,32.386817590756536,-94.7140386695048,0.20085470085470086,0.033012379642365884,0.001375515818431912
"Morgantown, WV",WV,727,695,155,31,1,MGW,39.64361111,-79.9175,0.22302158273381295,0.04264099037138927,0.001375515818431912
"Texarkana, AR",AR,727,700,132,26,1,TXK,33.45500573132049,-93.99013487808803,0.18857142857142858,0.03576341127922971,0.001375515818431912
"Joplin, MO",MO,726,699,193,23,4,JLN,37.15137970724518,-94.49846992932507,0.2761087267525036,0.03168044077134986,0.005509641873278237
"Cordova, AK",AK,724,706,93,13,5,CDV,60.49166667,-145.4775,0.13172804532577903,0.017955801104972375,0.006906077348066298
"Petersburg, AK",AK,724,700,83,22,2,PSG,56.80138889,-132.94611111,0.11857142857142858,0.03038674033149171,0.0027624309392265192
"Wrangell, AK",AK,724,700,98,15,9,WRG,56.48444443999999,-132.36972222,0.14,0.020718232044198894,0.012430939226519336
"Yakutat, AK",AK,724,697,73,21,6,YAK,59.50612645685083,-139.6599984653039,0.10473457675753228,0.029005524861878452,0.008287292817679558
"Bethel, AK",AK,723,699,215,24,0,BET,60.77861111,-161.83722222,0.30758226037195996,0.03319502074688797,0.0
"Twin Falls, ID",ID,716,715,35,0,1,TWF,42.481393540488824,-114.48667598097765,0.04895104895104895,0.0,0.0013966480446927375
"Concord, NC",NC,710,703,318,6,1,USA,35.38777778,-80.70916667,0.4523470839260313,0.008450704225352112,0.0014084507042253522
"Butte, MT",MT,708,701,92,5,2,BTM,45.952860560183616,-112.49649756977402,0.1312410841654779,0.007062146892655367,0.002824858757062147
"Dickinson, ND",ND,689,673,197,12,4,DIK,46.80055556,-102.80444444,0.29271916790490343,0.01741654571843251,0.005805515239477504
"Ponce, PR",PR,688,680,67,7,1,PSE,18.00888889,-66.56444444,0.09852941176470588,0.010174418604651164,0.0014534883720930232
"International Falls, MN",MN,658,650,74,8,0,INL,48.56555556,-93.40222222,0.11384615384615385,0.0121580547112462,0.0
"Devils Lake, ND",ND,652,636,177,11,5,DVL,48.11666667,-98.91,0.2783018867924528,0.01687116564417178,0.007668711656441718
"Jamestown, ND",ND,652,638,128,11,3,JMS,46.92972222,-98.67805556,0.2006269592476489,0.01687116564417178,0.004601226993865031
"Carlsbad, CA",CA,640,637,57,2,1,CLD,33.12833333,-117.28,0.08948194662480377,0.003125,0.0015625
"Brainerd, MN",MN,629,623,102,6,0,BRD,46.40416667,-94.13361111,0.1637239165329053,0.009538950715421303,0.0
"Alpena, MI",MI,628,602,85,26,0,APN,45.07805556,-83.56027778,0.14119601328903655,0.041401273885350316,0.0
"Cedar City, UT",UT,628,625,46,3,0,CDC,37.70139419285032,-113.0984682441242,0.0736,0.004777070063694267,0.0
"Escanaba, MI",MI,628,607,84,21,0,ESC,45.72277778,-87.09361111,0.13838550247116968,0.03343949044585987,0.0
"Decatur, IL",IL,627,609,170,17,1,DEC,39.83444443999999,-88.86555556,0.2791461412151067,0.02711323763955343,0.001594896331738437
"Dodge City, KS",KS,627,610,147,16,1,DDC,37.76305556,-99.96555556,0.24098360655737705,0.025518341307814992,0.001594896331738437
"Eau Claire, WI",WI,627,608,127,17,2,EAU,44.86583333,-91.48416667,0.20888157894736842,0.02711323763955343,0.003189792663476874
"Fort Dodge, IA",IA,627,602,124,24,1,FOD,42.55181109283892,-94.19166444988836,0.2059800664451827,0.03827751196172249,0.001594896331738437
"Hattiesburg/Laurel, MS",MS,627,615,108,12,0,PIB,31.467222219999996,-89.33694444,0.17560975609756097,0.019138755980861243,0.0
"Hays, KS",KS,627,608,122,18,1,HYS,38.84222222,-99.27305556,0.20065789473684212,0.028708133971291867,0.001594896331738437
"Hibbing, MN",MN,627,620,102,7,0,HIB,47.38666667,-92.83888889,0.16451612903225807,0.011164274322169059,0.0
"Laramie, WY",WY,627,603,170,24,0,LAR,41.31264442283891,-105.67388002947368,0.28192371475953565,0.03827751196172249,0.0
"Liberal, KS",KS,627,611,155,16,0,LBL,37.04724880661882,-100.95818004663477,0.25368248772504093,0.025518341307814992,0.0
"Mason City, IA",IA,627,595,164,31,1,MCW,43.15777778,-93.33111111,0.27563025210084036,0.049441786283891544,0.001594896331738437
"Meridian, MS",MS,627,617,127,9,1,MEI,32.33124003189793,-88.7530644155662,0.20583468395461912,0.014354066985645933,0.001594896331738437
"Kearney, NE",NE,626,616,106,5,5,EAR,40.72932064199681,-99.00736555234825,0.17207792207792208,0.007987220447284345,0.007987220447284345
"North Platte, NE",NE,626,609,150,15,2,LBF,41.12611111,-100.68361111,0.24630541871921183,0.023961661341853034,0.003194888178913738
"Scottsbluff, NE",NE,626,610,163,15,1,BFF,41.87416667,-103.59555556,0.26721311475409837,0.023961661341853034,0.001597444089456869
"Springfield, IL",IL,626,609,139,17,0,SPI,39.84416667,-89.67822772415336,0.22824302134646962,0.027156549520766772,0.0
"Newburgh/Poughkeepsie, NY",NY,611,600,182,8,3,SWF,41.50416667,-74.10472222,0.30333333333333334,0.01309328968903437,0.004909983633387889
"Victoria, TX",TX,596,573,121,22,1,VCT,28.854166669999998,-96.91861111,0.2111692844677138,0.03691275167785235,0.0016778523489932886
"Stockton, CA",CA,564,555,180,7,2,SCK,37.89460007560284,-121.23938928241135,0.32432432432432434,0.012411347517730497,0.0035460992907801418
"Pocatello, ID",ID,551,549,31,2,0,PIH,42.90589080275862,-112.59899425068966,0.056466302367941715,0.003629764065335753,0.0
"Ashland, WV",WV,540,531,234,6,3,HTS,38.36861111,-82.56027778,0.4406779661016949,0.011111111111111112,0.005555555555555556
"Deadhorse, AK",AK,537,532,61,5,0,SCC,70.19472222,-148.46527778,0.11466165413533834,0.00931098696461825,0.0
"Plattsburgh, NY",NY,537,526,148,11,0,PBG,44.65083333,-73.46805556,0.2813688212927757,0.020484171322160148,0.0
"Portsmouth, NH",NH,506,506,114,0,0,PSM,43.07805556,-70.82333333,0.22529644268774704,0.0,0.0
"Elko, NV",NV,504,503,18,1,0,EKO,40.825,-115.79138889,0.03578528827037773,0.001984126984126984,0.0
"Latrobe, PA",PA,492,483,97,7,2,LBE,40.27305556,-79.41027778,0.20082815734989648,0.014227642276422764,0.0040650406504065045
"Niagara Falls, NY",NY,474,466,142,6,2,IAG,43.10834505198312,-78.94028012194092,0.30472103004291845,0.012658227848101266,0.004219409282700422
"North Bend/Coos Bay, OR",OR,473,466,104,2,5,OTH,43.41694444,-124.24694444,0.22317596566523606,0.004228329809725159,0.010570824524312896
"State College, PA",PA,471,458,116,9,4,SCE,40.849999999999994,-77.8475,0.25327510917030566,0.01910828025477707,0.008492569002123142
"Toledo, OH",OH,396,393,160,2,1,TOL,41.58853534954546,-83.80493686863635,0.4071246819338422,0.005050505050505051,0.0025252525252525255
"Waterloo, IA",IA,390,380,113,9,1,ALO,42.56026496069231,-92.40231837592309,0.29736842105263156,0.023076923076923078,0.002564102564102564
"Hyannis, MA",MA,380,364,103,13,3,HYA,41.66944444,-70.28027778,0.28296703296703296,0.034210526315789476,0.007894736842105263
"Saipan, TT",TT,367,366,20,1,0,SPN,15.12027778,145.73,0.0546448087431694,0.0027247956403269754,0.0
"Presque Isle/Houlton, ME",ME,365,363,18,2,0,PQI,46.68692846326028,-68.04584246241096,0.049586776859504134,0.005479452054794521,0.0
"Kotzebue, AK",AK,363,349,36,14,0,OTZ,66.88692607950414,-162.60232553190085,0.10315186246418338,0.03856749311294766,0.0
"Barrow, AK",AK,360,345,109,15,0,BRW,71.28472222,-156.76861111,0.3159420289855073,0.041666666666666664,0.0
"Nome, AK",AK,358,348,69,10,0,OME,64.51055556,-165.44472222,0.19827586206896552,0.027932960893854747,0.0
"Fayetteville, NC",NC,354,348,56,5,1,FAY,34.988973635677965,-78.88294962129943,0.16091954022988506,0.014124293785310734,0.002824858757062147
"Jacksonville/Camp Lejeune, NC",NC,351,331,52,19,1,OAJ,34.82916667,-77.61222222,0.15709969788519637,0.05413105413105413,0.002849002849002849
"West Yellowstone, MT",MT,336,323,60,2,11,WYS,44.68833333,-111.11777778,0.18575851393188855,0.005952380952380952,0.03273809523809524
"Gulf Shores, AL",AL,327,323,60,4,0,GUF,30.290157153822634,-87.67579850217126,0.18575851393188855,0.012232415902140673,0.0
"Hagerstown, MD",MD,316,308,153,6,2,HGR,39.70861110999999,-77.72638889,0.4967532467532468,0.0189873417721519,0.006329113924050633
"Watertown, SD",SD,304,303,54,1,0,ATY,44.91388889,-97.15472222,0.1782178217821782,0.003289473684210526,0.0
"Bishop, CA",CA,299,297,56,1,1,BIH,37.37305556,-118.36361111,0.18855218855218855,0.0033444816053511705,0.0033444816053511705
"Pierre, SD",SD,297,291,55,6,0,PIR,44.38638889,-100.29583333,0.18900343642611683,0.020202020202020204,0.0
"New Bern/Morehead/Beaufort, NC",NC,294,291,61,2,1,EWN,35.07330215431973,-77.04270597292516,0.20962199312714777,0.006802721088435374,0.003401360544217687
"Santa Maria, CA",CA,258,254,59,4,0,SMX,34.902883289379844,-120.4587209320155,0.23228346456692914,0.015503875968992248,0.0
"Columbus, MS",MS,243,238,62,3,2,GTR,33.44833333,-88.59138889,0.2605042016806723,0.012345679012345678,0.00823045267489712
"Farmington, NM",NM,237,236,40,1,0,FMN,36.74138889,-108.23086263392406,0.1694915254237288,0.004219409282700422,0.0
"Lafayette, IN",IN,236,231,48,5,0,LAF,40.41222221999999,-86.93694443999999,0.2077922077922078,0.0211864406779661,0.0
"Binghamton, NY",NY,226,223,37,2,1,BGM,42.20833333000001,-75.97972222,0.16591928251121077,0.008849557522123894,0.004424778761061947
"Clarksburg/Fairmont, WV",WV,205,199,103,5,1,CKB,39.29777778,-80.2275,0.5175879396984925,0.024390243902439025,0.004878048780487805
"St. Cloud, MN",MN,176,176,53,0,0,STC,45.54611111,-94.05920296369318,0.30113636363636365,0.0,0.0
"King Salmon, AK",AK,166,165,13,1,0,AKN,58.6774832696988,-156.65079986283132,0.07878787878787878,0.006024096385542169,0.0
"Pago Pago, TT",TT,150,148,21,2,0,PPG,-14.330877779533333,-170.71086296459998,0.14189189189189189,0.013333333333333334,0.0
"Dillingham, AK",AK,114,113,24,1,0,DLG,59.04472221999999,-158.50555556,0.21238938053097345,0.008771929824561403,0.0
"Adak Island, AK",AK,105,97,16,8,0,ADK,51.88361111,-176.6425,0.16494845360824742,0.0761904761904762,0.0
"Gustavus, AK",AK,86,83,15,3,0,GST,58.42527778,-135.7075,0.18072289156626506,0.03488372093023256,0.0
"Dothan, AL",AL,52,52,23,0,0,DHN,31.32111111,-85.44944444,0.4423076923076923,0.0,0.0
"Vero Beach, FL",FL,42,41,21,1,0,VRB,27.65555556,-80.41805556,0.5121951219512195,0.023809523809523808,0.0
"Erie, PA",PA,39,38,8,0,1,ERI,42.07916667,-80.18,0.21052631578947367,0.0,0.02564102564102564
"Ithaca/Cortland, NY",NY,4,4,0,0,0,ITH,42.49138889,-76.45861111,0.0,0.0,0.0
"Newport News/Williamsburg, VA",VA,3,3,0,0,0,PHF,37.12638889,-76.49888889,0.0,0.0,0.0
